generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_accuracy_to_baseline,min_accuracy_to_baseline,mean_accuracy_to_baseline,elites_mean_accuracy_to_baseline,cid_min_accuracy_to_baseline,cid_max_accuracy_to_baseline,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
66,uci_wine_test/66/20251012-220556,nan,nan,0.9662921348314607,0.2696629213483146,0.8530337078651686,0.9617977528089888,66_49,59_67,0.9662921348314607,0.2696629213483146,0.8530337078651686,0.9617977528089888,66_49,59_67
67,uci_wine_test/67/20251012-220559,nan,nan,0.9662921348314607,0.39325842696629215,0.8755617977528091,0.9646067415730337,67_78,59_67,0.9662921348314607,0.39325842696629215,0.8755617977528091,0.9646067415730337,67_78,59_67
68,uci_wine_test/68/20251012-220601,nan,nan,0.9662921348314607,0.33146067415730335,0.8502247191011237,0.9662921348314606,68_45,59_67,0.9662921348314607,0.33146067415730335,0.8502247191011237,0.9662921348314606,68_45,59_67
69,uci_wine_test/69/20251012-220603,nan,nan,0.9662921348314607,0.398876404494382,0.881797752808989,0.9662921348314606,69_11,59_67,0.9662921348314607,0.398876404494382,0.881797752808989,0.9662921348314606,69_11,59_67
70,uci_wine_test/70/20251012-220606,nan,nan,0.9662921348314607,0.398876404494382,0.8823595505617977,0.9662921348314606,70_47,59_67,0.9662921348314607,0.398876404494382,0.8823595505617977,0.9662921348314606,70_47,59_67
71,uci_wine_test/71/20251012-220608,nan,nan,0.9662921348314607,0.398876404494382,0.892865168539326,0.9662921348314606,71_27,59_67,0.9662921348314607,0.398876404494382,0.892865168539326,0.9662921348314606,71_27,59_67
72,uci_wine_test/72/20251012-220610,nan,nan,0.9662921348314607,0.398876404494382,0.8520224719101125,0.9662921348314606,72_36,59_67,0.9662921348314607,0.398876404494382,0.8520224719101125,0.9662921348314606,72_36,59_67
73,uci_wine_test/73/20251012-220612,nan,nan,0.9662921348314607,0.398876404494382,0.8525842696629213,0.9662921348314606,73_27,59_67,0.9662921348314607,0.398876404494382,0.8525842696629213,0.9662921348314606,73_27,59_67
74,uci_wine_test/74/20251012-220614,nan,nan,0.9662921348314607,0.398876404494382,0.8479775280898878,0.9662921348314606,74_28,59_67,0.9662921348314607,0.398876404494382,0.8479775280898878,0.9662921348314606,74_28,59_67
75,uci_wine_test/75/20251012-220616,nan,nan,0.9662921348314607,0.39325842696629215,0.8491011235955058,0.9662921348314606,75_33,59_67,0.9662921348314607,0.39325842696629215,0.8491011235955058,0.9662921348314606,75_33,59_67
76,uci_wine_test/76/20251012-220618,nan,nan,0.9662921348314607,0.398876404494382,0.8645505617977528,0.9662921348314606,76_19,59_67,0.9662921348314607,0.398876404494382,0.8645505617977528,0.9662921348314606,76_19,59_67
77,uci_wine_test/77/20251012-220621,nan,nan,0.9662921348314607,0.398876404494382,0.8447191011235955,0.9662921348314606,77_42,59_67,0.9662921348314607,0.398876404494382,0.8447191011235955,0.9662921348314606,77_42,59_67
78,uci_wine_test/78/20251012-220623,nan,nan,0.9662921348314607,0.3258426966292135,0.8696067415730339,0.9662921348314606,78_40,59_67,0.9662921348314607,0.3258426966292135,0.8696067415730339,0.9662921348314606,78_40,59_67
79,uci_wine_test/79/20251012-220625,nan,nan,0.9662921348314607,0.398876404494382,0.8420224719101125,0.9662921348314606,79_16,59_67,0.9662921348314607,0.398876404494382,0.8420224719101125,0.9662921348314606,79_16,59_67
80,uci_wine_test/80/20251012-220628,nan,nan,0.9662921348314607,0.3258426966292135,0.8618539325842697,0.9662921348314606,80_25,59_67,0.9662921348314607,0.3258426966292135,0.8618539325842697,0.9662921348314606,80_25,59_67
81,uci_wine_test/81/20251012-220630,nan,nan,0.9662921348314607,0.398876404494382,0.8641011235955056,0.9662921348314606,81_23,59_67,0.9662921348314607,0.398876404494382,0.8641011235955056,0.9662921348314606,81_23,59_67
82,uci_wine_test/82/20251012-220633,nan,nan,0.9662921348314607,0.398876404494382,0.8603370786516855,0.9662921348314606,82_50,59_67,0.9662921348314607,0.398876404494382,0.8603370786516855,0.9662921348314606,82_50,59_67
83,uci_wine_test/83/20251012-220635,nan,nan,0.9662921348314607,0.398876404494382,0.8726966292134832,0.9662921348314606,83_17,59_67,0.9662921348314607,0.398876404494382,0.8726966292134832,0.9662921348314606,83_17,59_67
84,uci_wine_test/84/20251012-220637,nan,nan,0.9662921348314607,0.398876404494382,0.8763483146067417,0.9662921348314606,84_15,59_67,0.9662921348314607,0.398876404494382,0.8763483146067417,0.9662921348314606,84_15,59_67
